Number of HBD,Number of HBA,MW (Da),N. Carbon atoms,N. heavy atoms,N. Hydrogen atoms,N. Nitrogen atoms,N. Oxygen atoms,N. Fluorine atoms,N. Sulphur atoms,N. Chlorine atoms,Pentamers,Hexamers,Heptamers,Aromatic cycles,clogP,Dataset
0,2,322.375,17,22,15,1,0,3,1,0,1,2,0,2,4.791990000000003,AIEMG
1,5,355.39400000000023,19,26,21,3,4,0,0,0,1,2,0,1,1.6133700000000002,AIEMG
2,9,330.397,14,23,16,7,1,0,1,0,2,2,0,2,0.8224899999999993,AIEMG
2,2,310.38800000000003,17,22,24,2,1,2,0,0,1,2,0,1,1.1790900000000004,AIEMG
1,2,252.24800000000002,15,19,9,2,1,1,0,0,0,2,0,2,1.8006900000000001,AIEMG
3,2,226.25900000000004,13,17,12,3,1,0,0,0,1,1,0,2,-0.2259099999999994,AIEMG
1,3,309.346,17,22,11,1,3,0,1,0,0,2,0,2,3.965760000000002,AIEMG
0,2,300.23100000000005,14,21,10,1,2,4,0,0,1,1,0,1,2.9538900000000012,AIEMG
1,5,395.4300000000001,18,27,18,4,1,3,1,0,1,1,0,2,3.318990000000002,AIEMG
1,3,328.3870000000001,19,24,21,2,2,1,0,0,0,2,0,1,1.85139,AIEMG
1,3,299.39500000000004,17,21,17,1,2,0,1,0,2,1,0,1,2.2624900000000006,AIEMG
0,4,357.50200000000007,20,26,31,5,1,0,0,0,2,2,0,2,1.0485000000000009,AIEMG
3,4,270.31600000000003,14,20,16,5,1,0,0,0,1,1,0,2,-0.22940999999999967,AIEMG
3,3,378.439,21,27,26,1,3,2,0,0,0,3,0,2,2.0069,AIEMG
2,2,298.317,17,22,15,2,2,1,0,0,1,2,0,2,1.6839099999999994,AIEMG
1,3,253.306,14,18,9,2,1,0,1,0,1,2,0,3,2.5150000000000006,AIEMG
3,3,332.44800000000015,18,24,28,4,2,0,0,0,1,2,0,1,1.4569899999999991,AIEMG
3,4,314.10800000000006,11,20,7,4,3,0,0,2,1,1,0,1,0.8148899999999999,AIEMG
1,5,287.24600000000004,15,21,10,1,4,1,0,0,0,2,0,2,1.5042999999999993,AIEMG
1,6,433.43600000000004,20,30,17,3,4,2,1,0,1,2,0,3,3.005090000000002,AIEMG
1,5,305.3350000000001,14,21,13,2,4,0,1,0,1,2,0,2,0.8013999999999997,AIEMG
2,4,248.23699999999997,12,18,11,3,2,1,0,0,0,2,0,2,0.4853899999999998,AIEMG
1,2,290.426,18,21,27,2,0,1,0,0,1,2,0,1,4.620300000000005,AIEMG
4,2,323.348,14,22,13,4,1,2,1,0,0,2,0,2,1.4983000000000002,AIEMG
1,2,332.49200000000013,19,24,32,4,1,0,0,0,1,3,0,1,0.6813000000000018,AIEMG
3,3,337.851,17,23,24,3,2,0,0,1,1,1,0,1,0.8662999999999998,AIEMG
2,4,257.293,14,19,15,3,2,0,0,0,1,2,0,2,0.2611000000000001,AIEMG
2,4,273.33699999999993,14,19,13,2,2,0,1,0,1,1,0,2,-0.028799999999999715,AIEMG
1,3,408.09300000000013,16,21,12,2,1,0,0,0,1,1,0,2,2.609420000000001,AIEMG
1,2,252.36099999999996,17,19,20,2,0,0,0,0,0,3,0,2,1.5184000000000004,AIEMG
2,2,243.30999999999997,14,18,17,3,1,0,0,0,1,2,0,2,-0.09819999999999895,AIEMG
0,2,232.66999999999996,12,16,9,2,1,0,0,1,1,1,0,1,0.19320000000000026,AIEMG
3,1,366.52900000000005,23,27,32,3,1,0,0,0,0,3,0,2,1.1114900000000012,AIEMG
2,2,333.4350000000002,21,25,23,3,1,0,0,0,1,2,0,2,1.5055899999999995,AIEMG
1,6,368.8470000000001,14,23,11,3,3,0,2,1,1,2,0,3,3.6770900000000015,AIEMG
2,4,345.3399999999999,16,24,19,3,1,4,0,0,1,1,0,2,1.8945999999999994,AIEMG
1,5,320.36900000000014,15,22,15,3,2,1,1,0,2,1,0,2,2.9389900000000013,AIEMG
1,2,349.2530000000002,15,20,13,2,1,0,1,0,1,2,0,2,2.9168900000000013,AIEMG
3,6,297.31800000000004,15,22,15,5,2,0,0,0,1,1,0,2,-0.18021000000000065,AIEMG
1,4,383.41400000000027,19,27,24,3,2,3,0,0,1,2,0,1,1.6614699999999998,AIEMG
2,2,243.28600000000006,14,18,15,2,2,0,0,0,2,1,0,2,-0.37150999999999934,AIEMG
2,4,270.267,14,20,11,4,1,1,0,0,1,1,0,2,1.1604899999999998,AIEMG
1,3,337.274,17,22,20,3,0,0,0,2,1,1,0,2,4.354290000000003,AIEMG
4,6,395.3950000000001,20,29,19,4,5,0,0,0,1,2,0,2,-2.4658099999999976,AIEMG
0,3,336.36600000000004,20,25,17,2,2,1,0,0,1,2,0,2,2.666590000000001,AIEMG
2,2,234.298,13,17,17,3,0,1,0,0,1,1,0,1,-0.0621999999999987,AIEMG
0,7,357.46400000000006,16,24,15,5,1,0,2,0,2,2,0,3,2.8431000000000006,AIEMG
0,6,378.4280000000001,22,28,22,2,4,0,0,0,1,2,0,3,3.858400000000003,AIEMG
3,2,247.36199999999994,15,18,23,2,1,0,0,0,1,2,0,1,1.2613999999999994,AIEMG
2,2,318.82900000000006,16,21,15,2,1,0,1,1,0,2,0,2,2.84269,AIEMG
2,3,326.40000000000003,18,24,22,4,2,0,0,0,2,1,0,2,2.6251000000000007,AIEMG
1,3,372.367,17,26,21,3,3,3,0,0,0,1,0,1,2.07929,AIEMG
2,3,308.446,16,21,23,3,0,1,1,0,1,2,0,1,0.15440000000000165,AIEMG
2,3,289.4030000000001,16,21,25,4,1,0,0,0,1,2,0,1,-1.6791999999999934,AIEMG
0,3,307.37300000000005,19,23,19,2,2,0,0,0,0,3,0,2,2.839190000000001,AIEMG
1,6,352.3940000000001,19,26,20,4,3,0,0,0,0,3,0,2,2.951880000000002,AIEMG
1,2,286.32599999999996,17,21,17,1,2,1,0,0,0,2,0,2,3.9574900000000026,AIEMG
4,2,366.27200000000005,17,24,19,4,1,0,0,2,0,2,0,2,0.1373000000000011,AIEMG
1,4,271.32,15,20,17,3,2,0,0,0,1,2,0,2,0.5102,AIEMG
1,4,353.4130000000001,18,25,25,3,2,2,0,0,1,2,0,1,1.5176999999999992,AIEMG
1,2,256.26,14,19,11,3,1,1,0,0,0,2,0,2,1.0137999999999994,AIEMG
3,3,223.186,9,16,7,5,0,2,0,0,1,1,0,2,-0.5135000000000001,AIEMG
1,4,301.39000000000004,17,22,23,3,2,0,0,0,2,2,0,1,-0.21859999999999835,AIEMG
1,2,239.29799999999994,15,18,15,2,1,0,0,0,1,2,0,2,0.7701999999999993,AIEMG
1,4,320.40799999999996,18,23,25,2,2,1,0,0,2,2,0,1,1.7868999999999993,AIEMG
1,3,323.824,16,22,22,3,2,0,0,1,1,2,0,1,0.7141000000000017,AIEMG
3,4,273.3400000000001,14,20,19,5,1,0,0,0,1,2,0,2,-3.4328999999999965,AIEMG
3,7,370.36900000000014,17,27,18,6,4,0,0,0,0,2,0,2,0.5822899999999996,AIEMG
1,3,284.33900000000006,16,21,18,3,2,0,0,0,1,1,0,2,2.906930000000002,AIEMG
0,4,365.1960000000001,16,24,12,3,3,0,0,2,1,1,0,1,2.1237700000000004,AIEMG
1,3,246.26099999999997,14,18,13,1,2,1,0,0,1,2,0,2,2.6870900000000013,AIEMG
1,3,232.2789999999999,14,17,16,0,3,0,0,0,0,2,0,1,1.4954899999999995,AIEMG
3,4,343.3880000000001,16,24,15,4,3,0,1,0,0,2,0,2,3.3973700000000013,AIEMG
0,9,396.35100000000006,16,27,12,3,5,2,1,0,1,2,0,3,1.7984899999999997,AIEMG
3,2,305.44199999999995,18,22,29,2,2,0,0,0,0,2,0,1,0.8593000000000008,AIEMG
1,5,299.30600000000004,16,22,15,2,4,0,0,0,0,2,0,2,3.700890000000002,AIEMG
1,3,329.42000000000013,19,24,25,2,3,0,0,0,0,2,0,1,3.1144900000000018,AIEMG
0,2,299.36899999999997,18,22,20,2,1,1,0,0,2,1,0,1,3.7774700000000028,AIEMG
3,5,300.40700000000004,16,21,18,3,1,0,1,0,0,3,0,2,3.182190000000002,AIEMG
1,4,320.368,20,24,18,1,3,0,0,0,0,2,0,2,1.5632799999999996,AIEMG
2,3,324.40500000000003,18,23,16,2,2,0,1,0,0,2,0,2,2.54999,AIEMG
2,2,293.41400000000004,19,22,23,3,0,0,0,0,0,2,0,2,2.53289,AIEMG
2,3,329.4440000000001,19,24,27,3,2,0,0,0,0,2,0,1,-0.020909999999997764,AIEMG
3,3,213.216,12,16,9,2,2,0,0,0,0,2,0,2,1.32539,AIEMG
1,6,354.3470000000001,16,25,10,4,4,0,1,0,0,3,0,3,4.059300000000002,AIEMG
2,3,304.30199999999996,14,21,9,2,3,1,1,0,0,2,0,2,3.223300000000002,AIEMG
2,6,268.25600000000003,13,20,10,5,2,0,0,0,0,3,0,3,0.3127899999999997,AIEMG
2,4,347.37100000000004,16,24,14,3,3,1,1,0,2,1,0,2,2.2929000000000004,AIEMG
0,5,305.337,18,23,15,3,2,0,0,0,1,2,0,3,3.238990000000002,AIEMG
0,2,317.429,18,22,20,1,1,1,1,0,0,2,0,2,4.525900000000004,AIEMG
1,4,338.4550000000001,20,25,26,4,1,0,0,0,2,2,0,2,2.381989999999999,AIEMG
4,4,345.4030000000001,17,25,23,5,3,0,0,0,1,1,0,2,1.4896999999999994,AIEMG
1,3,340.369,17,24,21,3,1,3,0,0,0,2,0,1,1.7859899999999995,AIEMG
2,3,315.3970000000001,17,23,23,4,2,0,0,0,0,2,0,1,2.12781,AIEMG
3,2,324.42000000000013,17,23,27,3,2,1,0,0,1,1,0,1,0.696,AIEMG
2,4,282.747,14,19,17,1,3,0,0,1,0,2,0,1,-0.3872000000000002,AIEMG
3,4,301.326,15,22,17,4,3,0,0,0,2,1,0,2,-0.3681999999999994,AIEMG
3,4,274.37300000000005,13,19,16,5,0,0,1,0,1,2,0,2,-1.590499999999997,AIEMG
1,4,215.256,12,16,13,3,1,0,0,0,2,1,0,2,0.5730999999999999,AIEMG
2,4,249.67699999999996,12,17,10,2,2,0,0,1,1,1,0,2,0.19690000000000035,AIEMG
2,2,363.478,19,25,24,2,2,1,1,0,0,2,0,2,1.4001000000000001,AIEMG
2,5,298.3640000000001,13,20,18,2,4,0,1,0,1,2,0,1,-0.8947999999999985,AIEMG
1,3,265.675,12,18,9,3,1,1,0,1,0,2,0,2,2.8298200000000007,AIEMG
1,2,356.174,17,22,9,2,1,1,0,0,0,2,0,2,3.9198700000000013,AIEMG
2,7,346.43100000000015,18,25,26,4,3,0,0,0,0,2,0,1,-0.2923099999999989,AIEMG
3,5,361.4230000000001,17,25,19,3,4,0,1,0,1,2,0,2,2.077,AIEMG
2,0,258.409,17,19,26,2,0,0,0,0,2,1,0,1,0.2750000000000019,AIEMG
3,2,275.372,16,20,23,2,2,0,0,0,1,1,0,1,2.556190000000001,AIEMG
1,4,314.29100000000005,17,23,12,2,2,2,0,0,0,2,0,2,2.921170000000002,AIEMG
2,3,399.87800000000004,21,28,22,3,3,0,0,1,1,2,0,2,3.334600000000002,ChemTS
1,2,384.4790000000001,25,29,24,2,2,0,0,0,0,4,0,3,4.958700000000004,ChemTS
0,5,445.56700000000023,26,33,31,5,2,0,0,0,1,4,0,3,2.932120000000001,ChemTS
1,4,427.57000000000033,23,30,29,3,3,0,1,0,0,4,0,2,3.2600000000000025,ChemTS
0,3,356.42500000000007,23,27,20,2,2,0,0,0,1,3,0,3,4.686700000000004,ChemTS
1,4,429.54200000000014,22,30,27,3,4,0,1,0,0,3,0,2,2.880320000000001,ChemTS
0,5,370.3840000000001,19,27,19,4,3,1,0,0,1,2,0,2,1.82932,ChemTS
1,5,446.5500000000002,21,30,22,2,5,0,2,0,1,2,0,2,2.4178000000000006,ChemTS
1,2,354.303,17,25,14,2,2,4,0,0,0,2,0,2,3.798600000000002,ChemTS
1,3,410.47,22,29,19,2,3,1,1,0,0,4,0,3,4.219500000000004,ChemTS
1,4,398.4340000000003,22,29,23,2,4,1,0,0,0,2,1,2,3.637400000000003,ChemTS
3,3,419.45600000000013,24,31,22,3,3,1,0,0,0,3,0,3,3.432620000000001,ChemTS
1,3,386.451,24,29,22,2,3,0,0,0,0,4,0,3,4.078300000000003,ChemTS
1,3,345.398,22,26,19,1,3,0,0,0,1,3,0,3,4.452800000000003,ChemTS
1,2,413.34800000000007,23,28,22,2,1,0,0,2,0,3,0,3,6.551960000000004,ChemTS
2,2,352.34000000000003,20,26,14,2,2,2,0,0,0,3,0,3,4.469400000000002,ChemTS
0,3,391.5150000000002,24,29,29,3,2,0,0,0,1,3,0,2,2.8095000000000017,ChemTS
1,5,430.52600000000024,22,30,26,2,5,0,1,0,0,2,2,2,3.664900000000003,ChemTS
1,4,346.43399999999997,21,26,22,4,1,0,0,0,1,3,0,3,4.114900000000003,ChemTS
1,5,402.4100000000001,22,30,18,4,4,0,0,0,0,4,0,3,3.8351000000000024,ChemTS
3,3,346.386,21,26,18,2,3,0,0,0,0,3,0,3,3.825700000000002,ChemTS
0,5,390.48700000000014,23,29,26,4,2,0,0,0,0,4,0,3,3.5172000000000025,ChemTS
1,5,412.4860000000002,23,30,28,2,5,0,0,0,0,1,1,1,2.640720000000001,ChemTS
1,4,401.5100000000002,25,30,27,3,2,0,0,0,0,4,0,3,3.951800000000003,ChemTS
1,2,378.51600000000013,24,28,30,2,2,0,0,0,0,3,0,2,4.367320000000004,ChemTS
0,3,334.4190000000001,21,25,22,2,2,0,0,0,1,3,0,3,4.166600000000004,ChemTS
1,4,379.4850000000001,21,27,21,3,2,0,1,0,1,3,0,3,3.7161000000000026,ChemTS
2,2,366.367,21,27,16,2,2,2,0,0,0,3,0,3,4.147100000000003,ChemTS
1,2,390.40500000000003,21,28,21,2,2,3,0,0,0,3,0,2,3.874000000000003,ChemTS
1,2,361.4890000000001,23,27,27,3,1,0,0,0,1,3,0,3,4.880200000000004,ChemTS
1,3,356.45000000000005,22,26,16,2,1,0,1,0,1,3,0,4,5.729400000000004,ChemTS
1,4,429.5200000000002,26,32,27,3,3,0,0,0,0,4,0,3,3.587600000000003,ChemTS
1,1,313.4,22,24,19,1,1,0,0,0,1,3,0,3,5.094600000000004,ChemTS
3,3,414.89300000000014,21,29,23,4,3,0,0,1,0,3,0,2,3.726300000000002,ChemTS
0,4,350.4180000000001,21,26,22,2,3,0,0,0,1,3,0,3,3.7851000000000026,ChemTS
1,2,364.4890000000001,23,27,28,2,2,0,0,0,0,3,0,2,4.356740000000004,ChemTS
2,3,374.44000000000005,23,28,22,2,3,0,0,0,0,3,0,3,4.2676000000000025,ChemTS
1,4,452.5300000000003,25,33,29,4,3,1,0,0,0,4,0,2,2.848300000000002,ChemTS
1,5,353.4470000000002,19,25,19,3,2,0,1,0,1,3,0,3,3.3808000000000016,ChemTS
1,1,309.315,19,23,13,1,1,2,0,0,0,3,0,3,4.884100000000003,ChemTS
1,3,383.7570000000002,17,26,13,3,2,3,0,1,1,2,0,2,4.132900000000003,ChemTS
2,2,344.4140000000001,22,26,20,2,2,0,0,0,0,3,0,3,4.808040000000003,ChemTS
0,5,407.5390000000001,23,29,25,3,2,0,1,0,1,3,0,3,4.085120000000003,ChemTS
2,6,378.4610000000001,19,27,18,6,1,0,1,0,2,2,0,4,3.3976200000000008,ChemTS
1,2,364.5130000000002,23,27,30,3,1,0,0,0,1,3,0,2,3.1068000000000016,ChemTS
2,2,418.5360000000002,26,31,29,3,1,1,0,0,0,4,0,3,2.6564000000000005,ChemTS
1,5,369.428,22,28,19,5,1,0,0,0,1,3,0,4,3.5677200000000022,ChemTS
1,2,398.9340000000001,23,28,27,2,2,0,0,1,0,3,0,2,4.686440000000004,ChemTS
2,1,320.367,20,24,17,2,1,1,0,0,0,3,0,3,4.814400000000004,ChemTS
2,3,379.4600000000001,22,28,25,3,3,0,0,0,1,2,0,2,2.8905400000000014,ChemTS
2,3,376.4810000000001,22,27,20,2,2,0,1,0,0,3,0,3,4.347400000000002,ChemTS
2,2,370.53700000000026,23,27,34,2,2,0,0,0,0,2,1,1,5.150000000000005,ChemTS
3,3,374.4400000000001,23,28,22,2,3,0,0,0,0,3,0,3,3.080000000000002,ChemTS
0,4,315.39300000000014,18,23,23,2,3,0,0,0,1,2,0,1,1.421499999999999,ChemTS
2,2,378.8590000000001,22,27,19,2,2,0,0,1,0,3,0,3,4.451200000000003,ChemTS
1,4,334.375,20,25,18,2,3,0,0,0,1,3,0,3,3.0471000000000013,ChemTS
1,1,269.319,17,20,16,1,1,1,0,0,1,2,0,2,3.1719000000000017,ChemTS
2,2,362.4040000000001,22,27,19,2,2,1,0,0,0,3,0,3,3.9369000000000023,ChemTS
0,2,309.40900000000005,20,23,23,1,2,0,0,0,0,3,0,2,4.023420000000003,ChemTS
1,4,415.4900000000001,21,29,22,3,3,1,1,0,0,3,0,2,3.9028800000000023,ChemTS
0,3,328.31000000000006,16,23,17,1,3,3,0,0,0,2,0,1,2.086099999999999,ChemTS
1,6,362.43700000000007,20,27,22,6,1,0,0,0,1,3,0,3,2.3087,ChemTS
1,6,350.334,18,26,14,4,4,0,0,0,1,2,0,3,3.7745000000000024,ChemTS
1,3,363.3880000000001,22,27,18,1,3,1,0,0,0,3,0,3,4.648120000000003,ChemTS
1,4,338.40700000000015,20,25,22,2,3,0,0,0,1,2,1,2,4.048000000000003,ChemTS
2,2,368.7950000000001,20,26,14,2,2,1,0,1,0,3,0,3,4.9837000000000025,ChemTS
2,5,324.365,16,23,12,4,2,0,1,0,1,2,0,3,3.042700000000001,ChemTS
1,2,326.415,20,24,23,2,1,1,0,0,0,3,0,2,3.862200000000003,ChemTS
1,2,386.44200000000006,22,28,24,2,2,2,0,0,0,3,0,2,4.579100000000004,ChemTS
1,3,371.4810000000002,21,27,29,3,3,0,0,0,1,2,0,1,2.57472,ChemTS
1,2,302.377,20,23,18,2,1,0,0,0,0,3,0,3,4.319900000000003,ChemTS
1,4,401.48800000000017,20,28,23,3,4,0,1,0,0,2,0,2,2.4236000000000004,ChemTS
0,3,266.251,16,20,9,1,2,1,0,0,0,3,0,3,2.4044,ChemTS
1,5,326.4000000000002,18,24,22,4,2,0,0,0,2,2,0,2,2.796500000000001,ChemTS
1,4,389.402,20,28,21,3,3,2,0,0,0,3,0,2,3.603900000000003,ChemTS
2,2,376.43100000000015,23,28,21,2,2,1,0,0,0,3,0,3,3.9794000000000027,ChemTS
1,2,308.768,18,22,13,2,1,0,0,1,0,3,0,3,4.654300000000003,ChemTS
1,2,335.47200000000004,21,24,21,1,1,0,1,0,1,2,0,3,5.215920000000004,ChemTS
0,4,319.35600000000005,17,23,20,2,3,1,0,0,1,2,0,1,1.170499999999999,ChemTS
1,5,354.797,18,25,15,4,2,0,0,1,2,2,0,3,3.538000000000002,ChemTS
1,3,371.86800000000005,20,26,22,3,2,0,0,1,0,3,0,2,3.4075000000000015,ChemTS
0,4,397.4750000000001,22,29,27,3,4,0,0,0,1,3,0,1,1.9221999999999995,ChemTS
1,3,348.4700000000001,22,26,26,3,1,0,0,0,0,4,0,3,2.702320000000001,ChemTS
1,2,370.88000000000017,21,26,23,2,2,0,0,1,1,2,0,2,4.284600000000004,ChemTS
1,3,366.74600000000004,18,25,12,1,2,3,0,1,0,2,0,2,4.117900000000002,ChemTS
2,3,416.2750000000001,19,26,18,3,3,0,0,0,1,2,0,2,3.1632200000000017,ChemTS
0,3,357.4540000000002,20,26,27,3,3,0,0,0,1,2,0,1,1.8629999999999998,ChemTS
1,3,404.50700000000006,21,28,25,2,3,1,1,0,0,3,0,2,3.7089000000000025,ChemTS
2,3,374.44000000000005,23,28,22,2,3,0,0,0,0,3,0,3,4.898320000000004,ChemTS
1,4,281.34000000000003,15,20,11,3,1,0,1,0,1,2,0,3,3.4574000000000016,ChemTS
1,4,393.4870000000002,23,29,27,3,3,0,0,0,1,3,0,2,2.6892000000000005,ChemTS
1,6,381.5050000000001,20,27,23,5,1,0,1,0,1,3,0,3,3.359300000000002,ChemTS
0,5,396.49100000000016,22,29,28,4,3,0,0,0,0,4,0,2,3.1226200000000013,ChemTS
0,3,439.94300000000027,24,31,26,3,3,0,0,1,0,4,0,2,4.326000000000004,ChemTS
1,2,342.8259999999999,19,24,19,2,2,0,0,1,0,3,0,2,4.2184000000000035,ChemTS
1,4,383.47300000000007,20,27,21,3,3,0,1,0,1,2,0,2,3.373680000000002,ChemTS
1,4,432.3320000000001,20,28,15,3,2,0,1,2,1,3,0,3,4.900700000000003,ChemTS
1,3,358.4630000000002,19,25,22,2,3,0,1,0,0,3,0,2,3.0424000000000015,ChemTS
3,2,352.45800000000014,21,26,26,3,2,0,0,0,1,2,0,2,0.8389999999999995,ChemTS
1,3,399.53500000000025,23,29,33,3,3,0,0,0,0,3,0,1,2.232499999999999,ChemTS
1,2,316.788,17,22,17,2,2,0,0,1,0,2,0,2,3.2230000000000016,ChemTS
0,2,350.36400000000003,18,25,19,3,1,3,0,0,0,3,0,2,2.4108,ChemTS
1,3,332.78700000000003,16,22,10,2,1,1,1,1,1,2,0,3,4.854900000000002,ChemTS
1,5,346.415,19,25,14,4,1,0,1,0,2,2,0,4,4.2481000000000035,ChemTS
2,3,357.4980000000002,21,26,31,3,2,0,0,0,2,1,0,1,3.8290000000000033,ChemTS
1,2,300.4020000000001,18,22,24,2,2,0,0,0,1,2,0,1,2.985100000000002,ChemTS
2,3,365.4330000000002,21,27,23,3,3,0,0,0,0,3,0,2,2.5676000000000005,ChemTS
0,2,302.373,21,23,18,0,2,0,0,0,0,3,0,3,5.135200000000004,ChemTS
2,2,372.4680000000002,24,28,24,2,2,0,0,0,0,3,0,3,4.496320000000003,ChemTS
1,5,373.4090000000003,19,27,23,3,5,0,0,0,1,2,0,1,0.8990999999999998,ChemTS
1,3,380.4880000000001,23,28,28,2,3,0,0,0,0,3,0,2,4.309500000000003,ChemTS
0,4,330.791,18,23,17,1,3,0,0,1,1,2,0,2,2.0319999999999996,ChemTS
1,5,321.336,18,24,15,3,3,0,0,0,2,2,0,3,2.9124000000000008,ChemTS
1,5,440.56500000000045,24,31,28,2,4,0,1,0,1,3,0,2,4.642100000000005,ChemTS
2,3,364.44500000000005,22,27,24,2,3,0,0,0,1,2,0,3,4.653120000000003,ChemTS
2,2,309.409,20,23,23,1,2,0,0,0,0,3,0,2,3.6345000000000027,ChemTS
1,4,386.4730000000003,20,27,22,2,4,0,1,0,1,2,0,2,2.725100000000001,ChemTS
0,2,336.435,21,25,24,2,2,0,0,0,1,2,0,2,2.736200000000001,ChemTS
1,5,336.39200000000005,15,23,17,4,2,1,1,0,1,2,0,2,2.8903000000000016,ChemTS
2,3,364.4450000000002,22,27,24,2,3,0,0,0,1,2,0,2,4.1525000000000025,ChemTS
2,2,383.46700000000016,22,28,26,3,2,1,0,0,0,3,0,2,3.989500000000003,ChemTS
1,3,295.264,14,21,12,3,1,3,0,0,0,2,0,2,3.3645400000000016,ChemTS
2,4,309.3250000000001,17,23,15,3,3,0,0,0,0,2,0,2,1.9830999999999999,ChemTS
1,6,398.4420000000001,20,29,23,6,2,1,0,0,2,2,0,3,3.0515000000000017,ChemTS
2,1,329.851,19,23,22,2,1,0,0,1,1,2,0,2,2.8135000000000003,ChemTS
2,2,393.5310000000002,24,29,31,3,2,0,0,0,1,2,0,2,3.7405000000000026,ChemTS
1,3,414.5050000000001,26,31,26,2,3,0,0,0,0,4,0,3,4.396800000000003,ChemTS
2,3,356.3970000000001,20,26,21,2,3,1,0,0,0,3,0,2,0.6228000000000002,ChemTS
2,4,376.4120000000001,22,28,20,2,4,0,0,0,0,3,0,3,4.208400000000003,ChemTS
1,2,327.35900000000004,18,24,18,3,2,1,0,0,0,3,0,2,2.8156000000000008,ChemTS
0,3,389.51500000000016,22,28,32,3,2,1,0,0,0,3,0,1,3.1491000000000016,ChemTS
1,5,313.2890000000001,16,23,13,2,5,0,0,0,0,2,0,2,0.6857999999999991,ChemTS
3,2,353.46600000000007,21,26,27,3,2,0,0,0,0,2,0,2,3.4020600000000023,ChemTS
4,4,380.4040000000002,20,28,20,4,4,0,0,0,0,2,0,2,1.0609199999999994,ChemTS
0,5,365.4310000000002,17,25,21,2,5,0,1,0,1,2,0,1,0.21570000000000022,ChemTS
2,6,440.5000000000002,23,32,28,4,5,0,0,0,0,3,0,2,1.4974000000000005,ChemTS
1,2,281.355,18,21,19,1,2,0,0,0,1,2,0,2,4.032700000000003,ChemTS
0,5,364.35200000000015,21,27,15,1,4,1,0,0,0,3,0,3,3.1811000000000016,ChemTS
1,5,349.3900000000001,20,26,19,3,3,0,0,0,1,2,0,3,3.5526000000000018,ChemTS
1,4,315.7850000000001,15,21,10,3,1,0,1,1,1,2,0,3,4.110800000000002,ChemTS
2,5,321.377,15,22,16,3,2,1,1,0,1,2,0,2,3.682800000000002,ChemTS
0,2,285.318,17,21,16,1,2,1,0,0,0,3,0,2,2.7894000000000014,ChemTS
2,2,350.89000000000016,19,24,27,2,2,0,0,1,1,2,0,1,4.409600000000004,ChemTS
1,3,375.4720000000001,23,28,25,3,2,0,0,0,0,3,0,2,4.001680000000003,ChemTS
1,4,352.43800000000005,20,26,24,4,2,0,0,0,2,1,0,2,2.465300000000001,ChemTS
0,4,309.3450000000001,18,23,17,2,3,0,0,0,0,3,0,2,1.0124999999999995,ChemTS
0,4,325.41200000000026,19,24,23,3,2,0,0,0,0,3,0,2,2.7014000000000005,ChemTS
0,6,376.4780000000003,19,26,24,2,4,0,1,0,0,3,0,1,1.2806999999999995,ChemTS
0,3,363.38300000000004,19,26,20,3,1,3,0,0,0,3,0,2,3.381800000000002,ChemTS
0,4,313.40100000000007,18,23,23,3,2,0,0,0,1,2,0,2,2.791920000000001,ChemTS
1,1,312.388,19,23,21,2,1,1,0,0,1,2,0,2,3.7424000000000035,ChemTS
1,2,344.414,22,26,20,2,2,0,0,0,0,3,0,3,4.211100000000003,ChemTS
0,2,312.38800000000003,19,23,21,2,1,1,0,0,0,3,0,2,2.712600000000001,ChemTS
1,6,354.39000000000004,18,26,20,5,3,0,0,0,2,1,0,2,1.0231999999999994,ChemTS
1,3,344.43600000000015,18,24,20,2,3,0,1,0,1,2,0,2,2.652300000000001,ChemTS
2,5,437.56200000000035,21,30,31,3,5,0,1,0,0,3,0,1,1.6664000000000005,ChemTS
1,3,406.93500000000006,20,27,23,2,3,0,1,1,0,3,0,2,4.545500000000003,ChemTS
2,1,313.396,19,23,22,2,1,1,0,0,0,3,0,2,1.803,ChemTS
0,4,329.8070000000001,18,23,18,2,2,0,0,1,0,3,0,2,1.9531999999999992,ChemTS
1,4,400.7850000000001,17,26,10,1,3,3,1,1,0,2,0,2,3.4722000000000017,ChemTS
1,5,409.5080000000003,19,28,27,3,5,0,1,0,0,3,0,1,1.4354999999999998,ChemTS
2,3,356.401,19,26,21,4,2,1,0,0,0,3,0,2,2.2959999999999994,ChemTS
2,3,382.4070000000001,18,26,17,2,2,3,1,0,0,2,0,2,4.099600000000002,ChemTS
1,2,331.322,17,24,15,3,2,2,0,0,1,2,0,2,2.8455000000000013,ChemTS
2,3,293.326,17,22,15,3,2,0,0,0,1,2,0,3,3.2410000000000014,ChemTS
1,5,408.4540000000002,23,30,24,2,5,0,0,0,0,3,0,2,3.1667000000000023,ChemTS
2,4,324.238,14,23,9,3,3,3,0,0,1,1,0,2,1.4438999999999993,ChemTS
2,3,368.4770000000001,22,27,28,2,3,0,0,0,0,3,0,2,4.020800000000003,ChemTS
2,3,338.40700000000004,20,25,22,2,3,0,0,0,0,2,0,2,3.4853000000000023,ChemTS
1,5,320.377,17,23,12,4,1,0,1,0,2,2,0,4,3.734300000000002,ChemTS
2,5,354.38599999999997,19,26,20,3,4,0,0,0,0,3,0,2,1.5262999999999998,ChemTS
