smiles,QED,SA,EGFR_Docking,HER2_Docking,source
[C@@H]Oc1ccc(C(=O)[C@@H](C#N)c2ccccc2)c(Br)c1OCc1ccc(F)cc1,0.332,4.129,-9.3,-9.5,seed333
[C@@H](NC(=O)C[C@H](O)c1ccccc1)c1nn(C)c2ccccc12,0.66,4.097,-9.25,-10.3,seed333
[C@@H](C(=O)N1CCC(C(=O)N2CCC[C@@H](Oc3ccncc3)C2)CC1)c1ccc(Cl)cc1,0.612,4.044,-9.65,-9.5,seed333
[C@@H]1CCN(Cc2ccc(OC(F)F)cc2)S1,0.654,4.096,-8.15,-7.8,seed333
[C@@H](C)Oc1ccc(CCNC(=[NH2+])Nc2ccc(C#N)cc2)cc1,0.457,3.941,-8.7,-9.1,seed333
[C@@H](c1ccccc1F)O[C@@H]1CCC[C@@H](C(N)=O)C1,0.792,4.414,-8.9,-8.6,seed333
[C@@H]1CCC[C@@H]1NC(=O)Nc1cccc(COc2cccc([N+](=O)[O-])c2)c1O,0.307,4.181,-9.25,-10.2,seed333
[C@@H](CNC(=O)Nc1ccc2c(c1)N(C)C(=O)CN2C)c1cccc2ccccc12,0.619,3.646,-9.9,-11.9,seed333
[C@@H](C)CNC(=S)NN/C(=C\c1ccccc1)Sc1ccccc1,0.303,3.904,-8.7,-8.1,seed333
[C@@H]1C(=O)C=CC[C@H]1C(=O)Nc1cccc(Sc2ccccc2Cl)c1,0.757,4.193,-9.45,-10.3,seed333
[C@@H]OC(=O)C[C@@H](C)c1ccccc1,0.561,3.892,-8.0,-7.0,seed333
[C@@H](c1ccc(Cl)cc1)[n+]1ccc(NC(=O)CCc2cccc(-c3ccccc3)c2)cc1,0.265,3.508,-9.8,-11.2,seed333
NC(=O)C1CC(c2ccc(Cl)cc2Cl)C1,0.753,3.132,-8.6,-8.0,seed333
Cc1cc(=O)[nH]cc1S(=O)(=O)N1CCC[C@H]1c1ccc(OC(F)(F)F)cc1,0.752,3.982,-9.4,-8.7,seed333
O=Sc1ccccc1NC(=O)C1CCN(c2ccccc2F)CC1,0.737,3.633,-8.95,-10.3,seed333
[C@@H]Oc1cccc(C(=O)N2CCOC[C@H]2c2ccccc2)n1,0.772,4.134,-9.0,-8.1,seed333
[C@@H]OC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccc(C(N)=O)cc1,0.697,3.922,-8.55,-7.7,seed333
[C@@H]1CC[C@H](C)CN1CC(=O)N1CCN(c2ncccc2F)CC1,0.751,4.27,-8.8,-9.8,seed333
[C@@H](C)NC(=O)[C@@H]1CCCN(C(=O)c2ccc3c(c2)CCN3C(=O)C2CCCCC2)C1,0.728,4.074,-9.3,-11.2,seed333
[C@@H]O/C=C(/Cc1cc(F)ccc1[N+](=O)[O-])c1c(C)n[nH]c1C,0.422,4.311,-9.0,-7.1,seed333
[C@@H]1CCC[C@@H](c2cccs2)C1,0.496,4.457,-7.85,-6.8,seed333
[C@@H]1CCC[C@H]1CNC(=O)NC[C@@H](O)c1ccccc1,0.659,4.248,-8.65,-9.2,seed333
[C@@H]Oc1ccc(CNC(=O)NCC(C2CC2)C2CC2)cc1,0.709,3.689,-8.5,-9.3,seed333
[C@@H](c1ccc(Cl)c(N)c1)[C@@H](C)Nc1cccc2ccccc12,0.556,3.924,-9.45,-10.4,seed333
[C@@H](C(=O)N(CC(C)C)C(F)(F)F)c1ccccc1,0.659,3.79,-8.5,-8.3,seed333
[C@@H]1COCCN1C(=O)Nc1ccccc1,0.658,3.612,-8.4,-7.5,seed333
[C@@H]#CCNC(=O)CNC(=O)C(=O)Nc1cccc(OC(F)F)c1,0.41,3.344,-8.6,-9.2,seed333
[C@@H]Oc1cc(/C=N/c2cccc(O)c2)ccc1SCC(=O)c1ccccc1,0.252,3.679,-9.15,-9.8,seed333
[C@@H](C)NC(=O)CCCSc1ccc(/C=C2\C(=O)N=N2)cc1OCCc1ccccc1,0.22,4.048,-9.25,-9.4,seed333
[C@@H]Oc1nc(C(C)C)ccc1C(=O)Nc1ccc(N(C)S(=O)(N)=O)cc1,0.701,3.862,-9.0,-9.1,seed333
[C@@H](C(=O)N1CC[C@H](c2ccc(O)cc2)C1)c1ccc(Cl)c(Cl)c1,0.799,3.886,-9.3,-10.2,seed333
[C@@H]CCCn1nc(C)c2nc(CN3CC(=O)Nc4ccccc43)c(C)nc21,0.655,4.146,-9.15,-10.0,seed333
[C@@H]([C@H](N)CN1CCOCC1)c1ccc(F)cc1F,0.778,4.174,-8.35,-7.8,seed333
[C@@H]([C@H]([NH3+])c1cc(C(F)(F)F)c(F)cc1F)N1CCN(c2ccccc2)CC1,0.72,4.488,-9.25,-10.4,seed333
[C@@H]#C[C@@H](O)Cc1ccccc1Br,0.663,3.925,-7.95,-6.4,seed333
[C@@H]O/C=C/C(=O)N[C@H](C)C(=O)Nc1ccc(N2CCC(O)CC2)cc1,0.434,4.104,-8.9,-9.4,seed333
[C@@H](C)CNC(=O)CN1CCN(C(=O)OC(C)(C)C)CC1,0.732,3.379,-8.2,-8.2,seed333
COc1cccc(/C=C2\SC(=S)NC2=S)c1,0.555,3.521,-8.3,-7.7,seed333
O=C1NCC(C(=O)Nc2ccc(-c3ccccc3)cc2)S1,0.815,3.718,-9.15,-10.1,seed333
[C@@H]Oc1nc(Cl)cnc1/C(=N/OCc1ccccc1)c1ccccc1,0.394,3.808,-8.75,-8.1,seed333
[C@@H]#CCN(Cc1ccco1)C(=O)c1ccc(F)nc1,0.523,3.545,-8.4,-6.9,seed333
[C@@H](C)[NH2+]CCOCc1ccc(Cl)cc1OCC(F)(F)F,0.649,4.345,-8.05,-7.7,seed333
[C@@H]/C(=N\NC(=O)c1ccc(OC)cc1)c1c(Cl)cccc1Cl,0.582,3.389,-8.95,-9.3,seed333
[C@@H]/O[C@H]1CCc2ccccc21,0.491,4.182,-7.85,-6.7,seed333
[C@@H]/S(=O)(=O)CC(=O)NC[C@H](C(=O)c1ccccc1)c1ccccc1,0.678,3.861,-9.05,-8.9,seed333
[C@@H]/[NH+]=C/c1cccn1CCc1ccc(Cl)cc1,0.523,4.057,-8.55,-8.3,seed333
S[NH+]S(=O)(=O)c1ccc(Oc2cccc(Cl)c2)cc1,0.749,3.655,-8.55,-8.6,seed333
S[NH+]S/C=C/c1ccc(-c2ccccc2)nc1,0.553,4.068,-8.4,-8.0,seed333
[NH+]S(=O)(=O)c1cccc(C(=O)Nc2ccnc(N3CCCC3)c2)c1,0.766,3.504,-9.3,-10.9,seed333
[NH+]Sc1nc2ccccc2n1Cc1cccc(F)c1,0.585,3.425,-8.85,-7.9,seed333
S/C(=C\c1cccs1)N1CC[C@H](CN2CCOCC2)C1,0.761,4.28,-8.2,-7.7,seed333
Sc1cc(F)ccc1N1CCc2ccccc2C1,0.665,3.27,-8.9,-8.2,seed333
S[NH+]S(=O)(=O)c1ccc(Br)cc1,0.659,4.223,-7.75,-6.3,seed333
S=C(N[C@H]1CCN(c2ccccc2)C1)N1CCCCC1,0.743,3.451,-8.65,-9.0,seed333
Sc1nc(-c2ccc(Br)cc2)c(N2CCN(c3cccc(Cl)c3)CC2)n1C1CC1,0.361,3.619,-9.4,-7.9,seed333
S=C1SC(F)=C1SCC(=O)N/c1cc(Cl)ccc1Cl,0.681,3.794,-8.25,-8.0,seed333
[NH+]S(=O)(=O)c1cc(NC(=O)c2ccc(CCCC(F)(F)F)cc2)ccc1Cl,0.68,3.524,-9.1,-10.8,seed333
S/C(=C/c1ccn(Cc2ccncc2)n1)Nc1nc2c(F)cccc2s1,0.401,3.931,-9.05,-10.2,seed333
Sc1cccc(CN2CCc3c(ccc4c3OCO4)C2)n1,0.765,3.872,-8.95,-9.5,seed333
S[C@@H]1[C@@H]2C(=O)N(CCOc3ccccc3)[C@@H]21,0.528,4.462,-8.1,-7.6,seed333
S=C1c2ccccc2NC(=S)N1Cc1nc(-c2ccccc2Cl)n[nH]1,0.391,3.693,-9.35,-8.4,seed333
SCCCSc1ccc(F)cc1F,0.361,3.378,-7.65,-6.1,seed333
S=[N+]([O-])c1cccc(/N=C(\c2ccccc2)c2nnc(CSc3ccccc3Cl)nc2N2CCOCC2)c1,0.017,4.214,-9.85,-7.6,seed333
SCCCCCNC(=O)CC1CCCCC1,0.422,3.15,-7.9,-7.2,seed333
Sc1cccc(Br)c1,0.496,3.411,-7.0,-5.4,seed333
Sc1noc(n1)N1CCN(C(=O)c2ccccc2Cl)CC1,0.756,3.512,-8.8,-8.6,seed333
SCCC[C@H](Cl)c1cccc(Cl)c1,0.482,3.886,-7.75,-6.8,seed333
S(=O)c1cccc(NCc2ccco2)c1F,0.705,4.206,-8.35,-7.8,seed333
Sc1nccnc1CSCc1ccccc1,0.741,3.543,-8.1,-7.2,seed333
S/C(=C\C1CCCC1)N1CCN(C(=O)c2ccccc2)CC1,0.764,3.448,-8.95,-8.5,seed333
S=C(NCc1ccc(O[C@@H]2CCCC2=O)cc1)Nc1[nH]cnc1-c1ccc(Br)cc1,0.335,4.182,-9.05,-10.2,seed333
SC[C@H](C(=O)[O-])c1cc(Cl)ccc1Cl,0.73,4.422,-7.95,-6.2,seed333
SCCCc1ccc(F)c(NC(=O)c2ccccc2Cl)c1,0.674,2.973,-8.75,-9.6,seed333
S/C(=C/c1ccc(OCc2nc3ccccc3s2)o1)Nc1ccccc1,0.315,3.703,-9.1,-10.5,seed333
Sc1ccccc1NC(=O)C1(CS)CCSCC1,0.647,4.192,-8.2,-7.2,seed333
Sc1ccc(CNc2ccccc2C(=O)[C@@H]2C[C@H]2C2CCCCC2)cc1,0.386,4.234,-9.3,-9.9,seed333
S=C(NCCc1ccccc1)N[C@H]1CCO[C@H]1c1c(F)cccc1F,0.698,4.144,-9.1,-8.3,seed333
SCCC[C@H]1CCCN1C(=O)c1ccc([N+](=O)[O-])cc1Cl,0.41,3.866,-8.3,-7.3,seed333
S/C(=C\c1ccccc1Cl)Nc1nnc(SCc2n[nH]c(=O)[nH]2)s1,0.276,4.192,-8.9,-9.1,seed333
Sc1cccc(Cl)c1Cl,0.48,3.471,-7.3,-5.3,seed333
SC1(C(=O)Nc2cc(F)ccc2F)CCCCC1,0.692,3.631,-8.65,-8.6,seed333
Sc1ccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,0.41,3.256,-8.65,-8.3,seed333
S=[N+]([O-])CCNC(=O)C(=O)Nc1ccc(F)cc1,0.363,3.548,-8.4,-7.9,seed333
S[C@H](Cc1cccc(OC(F)F)c1)Cn1cccn1,0.726,4.126,-8.3,-8.0,seed333
S=C(COc1ccc(Oc2ccccc2)cc1)Nc1nc(C2CC2)ns1,0.478,3.501,-8.9,-9.9,seed333
SC1=NO[C@H](c2ccccc2)N1NC(=O)c1ccc(Br)cc1,0.706,4.109,-9.0,-8.5,seed333
S=C(NCCN1CCCS1(=O)=O)NNc1c(F)cccc1Cl,0.439,3.853,-8.25,-8.1,seed333
SC[C@@H]1C(=O)N(Cc2cccc(F)c2F)C(=O)N1c1cc(F)ccc1F,0.398,4.146,-9.15,-8.4,seed333
S(=O)c1cccc(CNS(=O)(=O)c2cccc(F)c2)c1,0.724,3.83,-9.15,-9.6,seed333
Sc1cccc(C(F)(F)F)c1OCc1ccc(Cl)cc1,0.663,3.218,-8.6,-8.6,seed333
S=c1sc(-c2ccc([N+](=O)[O-])cn2)nn1Cc1ccccc1[N+](=O)[O-],0.28,3.716,-9.2,-9.8,seed333
Sc1cccc(Cn2ccc3ccccc32)c1,0.545,3.12,-8.7,-8.5,seed333
S=C(Oc1ccccc1)N(C1CCCC1)C[C@@H]1CCCO1,0.689,3.813,-8.55,-7.5,seed333
SCCCNc1ccc(C(=O)[O-])cn1,0.438,3.993,-7.85,-6.3,seed333
Sc1nnc(C2CC2)n1C[C@@H]1CCCCO1,0.72,4.068,-8.1,-7.2,seed333
S=C(NCCCOC1CCCCC1)NNC(=O)[C@@H]1COc2ccccc21,0.302,3.988,-8.95,-9.1,seed333
SCCCNc1nc(C2CC2)no1,0.459,3.987,-7.65,-6.4,seed333
S/C=C/C(CO)=N\c1cccc([N+](=O)[O-])c1,0.265,4.373,-8.0,-6.8,seed333
S=C(Nc1cccc([N+](=O)[O-])c1)N1CC[C@@H](Nc2ccccc2)C1,0.404,3.529,-9.0,-10.3,seed333
SCCCNC(=S)NNc1ncnc2c1CCCC2,0.186,3.889,-8.25,-8.3,seed333
Sc1cccc(=O)n1/N=C/c1ccccc1,0.521,3.611,-8.7,-7.3,seed333
S[C@@H](c1ccccc1)c1c(F)cc(Cl)c2ncnn12,0.633,4.288,-8.75,-7.5,seed333
SC1(CNC(=O)c2cccs2)CC1,0.638,3.868,-7.75,-6.4,seed333
Sc1cccc(-n2cc(C(=O)Nc3ccccc3)ccc2=O)c1,0.626,3.155,-9.25,-10.6,seed333
S[C@@H](c1ccc(Cl)cc1)c1ccc(CN2CCOCC2)cc1,0.742,3.56,-8.6,-9.0,seed333
SCC[C@@]1(c2ccccc2O)CCOC1,0.672,4.434,-8.0,-6.5,seed333
S/C(=C/c1cccc(C(F)(F)F)c1)Nc1ccccc1C(F)(F)F,0.399,3.522,-9.35,-9.1,seed333
Sc1cnccn1,0.401,4.317,-6.85,-4.1,seed333
SC1(CS)CCN(S(=O)(=O)c2ccccc2)CC1,0.739,3.781,-8.1,-6.7,seed333
S=C(NCCCO)NNC(=O)Cc1cccc(Br)c1,0.262,3.145,-8.35,-8.1,seed333
S[C@@H](c1ccccc1Cl)c1cc(Br)c[nH]1,0.662,4.346,-8.2,-6.5,seed333
S[C@H](c1cccc(OC(F)F)c1)c1c[nH]c2ccccc12,0.566,3.86,-9.2,-9.5,seed333
S[C@]1(c2ccccc2)CCN(Cc2ccccc2F)C1,0.739,3.893,-8.75,-9.0,seed333
[C@]1(C#N)C[C@H]1C(=O)c1ccc(F)cc1,0.567,4.109,-8.25,-7.5,seed333
[C@]1(Cc2ccccc2Cl)CCN(Cn2cnnn2)C1,0.754,4.049,-8.75,-9.3,seed333
[C@]1(C(=O)C2CC2)cc(-c2ccccc2)[NH+]1Cc1ccccc1,0.798,4.5,-8.9,-8.2,seed333
[C@](O)(c1ccccc1Cl)[C@@H]1CCCCN1c1ccc(C#N)cc1,0.802,3.784,-8.95,-8.5,seed333
[C@]Oc1ccccc1NC(=O)c1ccccc1C,0.791,3.116,-9.0,-8.7,seed333
[C@]([C@H]1CCCCN1C(=O)Cc1ccco1)NCc1ncc(-c2ccccc2)o1,0.536,4.342,-9.4,-10.5,seed333
[C@](C#N)(C[NH2+]Cc1ccc(C(F)(F)F)cc1)c1ccc(O)cc1,0.79,4.275,-8.7,-9.8,seed333
[C@]Oc1ccccc1NC(=O)c1cccc2ccccc12,0.683,3.11,-9.4,-9.7,seed333
[C@](N)[C@@]1(C)CN(Cc2nc3ccccc3s2)C1,0.742,3.909,-8.3,-8.7,seed333
[C@]1(C#N)CCC[C@@H](NC(=O)C(=O)Nc2ccc(CC#N)cc2)C1,0.731,4.211,-8.65,-9.7,seed333
[C@](O)(c1ccc([N+](=O)[O-])cc1)N1CCOCC1,0.53,3.354,-8.3,-7.6,seed333
[C@]1(C(=O)NCc2ccncc2)O[C@H](C2CCCCC2)N1C1CC1,0.807,4.194,-8.75,-9.5,seed333
[C@](CNC(=O)c1cccc(F)c1)NC[C@H]1CCCC[C@@H]1CO,0.433,4.466,-8.6,-9.2,seed333
[C@]1(n2cnc3ccccc3c2=O)Nc2c1cnn2C,0.6,3.947,-9.0,-9.5,seed333
[C@](C#N)(CO)CNC(=O)C1CCCC1,0.581,3.819,-7.95,-6.9,seed333
[C@]1(C#N)CC(=O)N(S(=O)(=O)Cc2ccco2)C1=O,0.611,4.472,-8.5,-7.7,seed333
[NH+]=C([O-])COc1ccc(S(=O)(=O)N2CCCCC2)cc1F,0.439,3.717,-8.7,-8.6,seed333
[C@]([C@@H]1CCCN1C(=O)c1ccccc1)[C@@H](C#N)C(=O)NCc1nc2ccccc2[nH]1,0.565,4.477,-9.25,-9.8,seed333
NC(=O)COC(=O)CN(C)c1ccc(Cl)s1,0.699,3.697,-8.2,-7.1,seed333
CSc1ccc(-c2nnc(SCC(=O)Nc3ccc(C)c(C)c3)o2)cc1,0.514,3.125,-9.15,-9.7,seed333
O=C(CSc1nncs1)Nc1cccc(C(=O)NC2CCCC2)c1,0.672,3.159,-8.9,-9.6,seed333
[C@]1(C(=O)NC2CCCC2)C[C@@H](c2ccccc2)OC1(Cl)Cl,0.755,4.236,-9.05,-8.9,seed333
[C@](C#N)(C(=O)[O-])c1cc2ccccc2[nH]1,0.656,4.058,-8.6,-8.0,seed333
[C@]1(NC(=O)c2ccc(Cc3ccco3)nc2)CC(C)(C)OC1,0.843,3.981,-8.8,-9.1,seed333
[C@](C#N)(OCc1ccc[nH]1)c1ccccc1,0.745,3.859,-8.3,-8.2,seed333
[C@](C#C[C@@H]1CCCCN1C(=O)COc1ccccc1Cl)c1ccc(C#N)cc1,0.638,4.239,-9.15,-8.3,seed333
[C@]1(CNc2ncnc3c2sc2ccccc23)CCC(=O)[C@@H]1C,0.699,4.439,-9.1,-10.2,seed333
[C@](C#N)(C(=O)[O-])C(=O)N(CCC#N)C1CCCC1,0.509,4.433,-8.1,-6.2,seed333
[C@]1(c2ccccc2F)[C@H](C(=O)NCc2ccc(C(C)(C)C)cc2)OC1=O,0.757,3.947,-9.15,-9.2,seed333
[C@]Oc1cccc(NC(=O)N2CCN(C(=O)CSc3ncnc4ccccc34)CC2)c1,0.391,3.613,-9.35,-10.3,seed333
[C@](NC(=O)C1(c2cccc(C(F)F)c2)CC1)c1cc2ccccc2n1C,0.581,4.027,-9.5,-11.7,seed333
[C@]1(CNc2nc(C(F)(F)F)cs2)CN(Cc2ccccc2)C1,0.809,3.656,-8.6,-9.6,seed333
[C@](O)(c1cccc(Cl)c1)[C@H](C)C(=O)[O-],0.713,4.374,-8.3,-7.4,seed333
[C@]1(Cn2c(=O)[nH]c3ccccc32)CCC(=O)N1Cc1ccc(C(C)(C)C)cc1,0.649,3.631,-9.55,-8.9,seed333
[NH+]=C(c1cccc(Cl)c1)N1CCN(c2ncnc3ccccc23)CC1,0.46,3.563,-9.2,-10.2,seed333
[C@]1([C@H](O)C2CCCC2)CCCO1,0.584,4.466,-7.95,-6.9,seed333
[C@][NH+][C@](CCSc1nc2ccccc2o1)c1nc(-c2ccc3ccccc3c2)c[nH]1,0.292,4.298,-9.4,-10.6,seed333
[NH+]=C1CCN(c2cccc(OCc3ccccc3)c2)CC1,0.828,3.42,-9.2,-10.0,seed333
[NH+]=C1NC(=S)N(c2ccc([N+](=O)[O-])cc2)C1=O,0.288,3.973,-8.65,-7.9,seed333
[C@](C#Cc1ccccc1)C(F)(F)C(F)(F)F,0.414,4.017,-8.6,-8.5,seed333
[C@]1(C#N)CCC[C@@H](Oc2ccc(F)cc2)C1,0.663,4.118,-8.35,-8.0,seed333
[C@]1(C(=O)NCc2ccc(Cl)cc2)N/C1=C\c1ccccc1C#Cc1ccccc1,0.402,3.609,-10.0,-10.7,seed333
[C@](O)(c1cccc(Br)c1)c1nc(-c2ccco2)no1,0.701,3.658,-8.8,-9.6,seed333
[C@](Cc1cccc(N2CCCOC2=O)c1)N1CCC(Cc2ccccc2)NC1=O,0.718,4.452,-9.8,-10.8,seed333
[C@]1(C(C)=O)C[C@@H]1CN(c1cnccn1)c1ccccc1,0.735,4.408,-8.45,-7.9,seed333
[C@](O)(CCC(=O)[O-])Nc1ccc(Cl)cc1Cl,0.748,3.996,-8.2,-7.3,seed333
O=C(Nc1ccccc1OCC[NH+]1CCCC1)c1cccc2ccccc12,0.608,3.942,-9.5,-8.9,seed333
N#C[C@H]1CNc2cc(C(=O)NC[C@H](O)c3ccccc3)ccc2N1,0.589,4.334,-9.2,-9.8,seed333
[C@]1(CNCc2ccncc2)N=N1,0.619,3.767,-7.7,-6.3,seed333
[C@]1(C(=O)Cc2cccc(F)c2)NCC[C@@H]1CCOc1cccc(C#N)c1,0.73,4.171,-9.2,-10.2,seed333
[NH+]=C(/NC[C@@H]1CN(C)CCO1)Nc1ccc(Cl)c(Cl)c1,0.452,4.37,-8.55,-8.9,seed333
[NH+]=C(/NCc1ccc(Cc2ccccc2)nc1)OCc1ccccc1,0.436,3.41,-9.1,-10.2,seed333
[C@](O)(c1ccccc1)[C@@H]1CCCC[C@@H]1O,0.678,3.991,-8.6,-7.8,seed333
[C@](C#CCNC(=O)N1CCC(OC(F)(F)F)CC1)c1ccccc1Cl,0.725,4.112,-9.0,-10.1,seed333
[C@]1(c2ccc(Cl)cc2)NC(=O)N1CCC1CCN(c2ccccc2)CC1,0.742,3.437,-9.65,-10.1,seed333
[C@]O[C@@H]1CC[C@@H](NC(=O)c2cccc(N3CCN(c4ccc(F)cc4)CC3)c2)C1,0.745,4.181,-9.25,-10.2,seed333
[C@](NC(=O)c1ccnc(-c2ccc(C(C)(C)C)cc2)n1)c1ncoc1C(C)C,0.569,4.116,-9.35,-9.8,seed333
[C@]1(Cc2ccccc2Cl)SC(=S)N1Cc1ccc(Cl)cc1,0.563,3.393,-8.95,-8.8,seed333
[C@](C#Cc1ccccc1)C(=O)N1CCC(OCc2ccccc2F)CC1,0.691,3.658,-9.35,-10.1,seed333
[C@]O[C@@H]1CC[C@@H](NC(=O)c2ccc(Cl)c(OC)c2)C1,0.822,4.273,-8.4,-8.7,seed333
[C@](C#C/C([O-])=N/S(=O)(=O)c1ccccc1)c1ccncc1,0.373,4.306,-9.2,-9.8,seed333
[C@]1(c2ccccc2)NC(=O)O1,0.551,3.464,-7.9,-7.1,seed333
[C@](C#Cc1noc2cc(C(=O)NCc3cc4ccccc4o3)oc12)C(F)(F)F,0.437,4.432,-9.75,-10.6,seed333
[C@]1(C(C)(C)C)NC(=O)N(CCc2cccnc2)C12CCCCC2,0.818,4.33,-8.8,-7.0,seed333
[C@](O)(c1ccc(Cl)cc1)[C@H]1CCCO1,0.715,3.793,-8.3,-7.6,seed333
[C@](O)(c1ccc(Cl)cc1)C(=O)Oc1ccc([N+](=O)[O-])cc1,0.306,3.215,-8.8,-9.2,seed333
[C@](C#N)([C@H](C#N)NCc1ccc(Cl)cc1)n1cncc1,0.812,4.475,-8.5,-7.8,seed333
[C@]1(C)CCC[C@@H]1NC(=O)N[C@@H](Cc1ccccc1)c1ccc(Cl)cc1,0.672,4.026,-9.5,-9.1,seed333
[C@](CC(=O)Nc1ccc2c(c1)CCC2)C1CCC1,0.76,3.594,-8.65,-10.2,seed333
[C@]1(c2cccs2)NC(=S)NC(=O)C1,0.581,4.301,-7.85,-6.1,seed333
[C@]1(c2ccccc2)NC(=O)/C1=C\c1ccccc1,0.528,3.236,-9.2,-9.7,seed333
[C@](S)(/N=C/c1ccc(C(=O)N(C)C)cc1)c1ccc(F)cc1,0.58,3.449,-8.9,-9.4,seed333
[C@](O)(Cc1ccc(Cl)cc1)NC(=O)c1ccc(S(C)(=O)=O)cc1,0.766,3.159,-8.8,-10.0,seed333
[C@](O)(c1ccccc1)c1cc(F)cc(Br)c1,0.784,3.153,-8.7,-8.8,seed333
[C@]1(c2ccccc2)Nc2ncnn2c1=S,0.631,4.223,-8.55,-7.7,seed333
[NH+]=C1CCC(Cc2ccccc2)S/C1=C\c1ccccc1Cl,0.81,4.404,-9.3,-9.1,seed333
[NH+]/C=C/C(=O)c1ccc(F)cc1OCC(F)F,0.472,4.113,-8.4,-7.3,seed333
O=C(Cc1ccc(F)cc1)Nc1ccccc1F,0.786,2.442,-8.85,-9.3,seed333
[NH3+]Cc1noc(COc2cccc([N+](=O)[O-])c2)n1,0.502,3.824,-8.6,-8.2,seed333
[NH3+]CC(=O)N1CCN(C(=O)N[C@@H]2CCCc3ccccc32)CC1,0.715,4.029,-8.95,-9.1,seed333
[NH3+][C@@H](Cc1cccc(Cl)c1Cl)c1ccc(Cl)cc1,0.781,4.037,-9.0,-9.0,seed333
[NH3+][C@H]1CCCC[C@@H]1c1nc2ccccc2n1CCc1ccccc1,0.685,4.221,-9.5,-9.2,seed333
[NH3+]CCn1ccc(COc2ccc(Cl)cc2F)n1,0.795,3.864,-8.4,-8.3,seed333
[NH3+][C@H](Cc1ccccc1)c1ccc(F)c(F)c1,0.745,3.858,-8.85,-9.1,seed333
[NH3+]C1CCN(CCOc2cccc(Br)c2)CC1,0.816,3.692,-8.35,-7.8,seed333
[NH3+][C@H](CCC(F)(F)F)Cc1ccccc1,0.702,4.21,-8.1,-8.0,seed333
[NH3+][C@H](C1(Cc2ccccc2)CC1)Cc1ccccc1,0.747,3.937,-8.7,-8.5,seed333
[NH3+][C@@H](Cc1ccccc1)c1ccc(Cl)cc1,0.743,3.702,-8.8,-8.8,seed333
[NH3+]C1(CCn2ccc(C(=O)N3CCCC3)c2)CC1,0.745,4.179,-8.4,-8.1,seed333
[NH3+][C@H](C(=O)N1CCOCC1)c1ccc(Oc2ccccc2)cc1,0.833,3.83,-9.05,-9.5,seed333
[NH3+]CCNCc1ccc(N2CCc3ccc(F)cc3C2)cc1,0.726,3.59,-8.85,-9.3,seed333
[NH3+][C@@H]1CCN(c2ccc([N+](=O)[O-])c(N3CCOCC3)c2)C1,0.538,4.355,-8.6,-7.9,seed333
[NH3+][C@@H](Cc1cccc(F)c1)c1ccccc1,0.715,3.796,-8.75,-8.8,seed333
[NH3+][C@@H](CC(=O)Nc1ccc(Cl)cc1)c1ccc2cc(O)ccc2c1,0.579,3.915,-9.4,-11.1,seed333
[NH3+]C1(Cc2ccccc2)CC1,0.548,3.821,-7.8,-6.6,seed333
[NH3+]C1CCc2cc(C(=O)N(C/C#N)c3ccc(F)cc3F)ccc21,0.779,4.478,-9.0,-8.9,seed333
[NH3+][C@@H](Cc1ccccc1)C(=O)N1CCN(Cc2ccccc2)CC1,0.798,3.655,-9.05,-9.9,seed333
[NH3+][C@H](CSc1ccccc1)C(=O)OCc1ccncc1,0.547,4.08,-8.45,-8.1,seed333
[NH3+][C@@]1(Cc2ccc(Cl)cc2)CCCOC1,0.719,4.488,-8.3,-7.7,seed333
[C@@]1(C)c2ccccc2N1CC1CCN(S(=O)(=O)c2cncc3ccccc23)CC1,0.556,3.615,-9.55,-10.1,seed333
[C@@]1(C(=O)N2CC[C@H](NCc3cccnc3)C2=O)C(=O)[C@@H]1c1cccc(F)c1,0.709,4.486,-9.1,-10.4,seed333
[C@@](C#CCCNC(=O)N[C@@H]1CC(C)(C)Oc2ccccc21)c1cccc(Cl)c1,0.48,4.411,-9.25,-10.3,seed333
[C@@](C#Cc1ccccc1)C(=O)Nc1cccnc1,0.709,3.604,-8.7,-9.0,seed333
[C@@]1(CCc2ccccc2)OC[C@H]1C(=O)Nc1cccc([N+](=O)[O-])c1,0.552,3.871,-9.3,-10.8,seed333
[C@@]S(=O)(=O)NCc1nnc(-c2ccccc2Cl)n1N,0.689,3.956,-8.6,-8.6,seed333
[C@@](C#N)(COC1CCOCC1)N1CCC[C@](O)(Cc2ccccc2)C1,0.759,4.372,-8.6,-8.9,seed333
[C@@]1(CC=C2CCCCC2)CCCN(C(=O)CCCc2ccccc2F)C1,0.505,3.865,-9.15,-9.8,seed333
[C@@](C)(C#N)c1ccc(-c2ccc(O)c(Cl)c2)cc1,0.776,3.324,-8.8,-8.8,seed333
[C@@]1(c2cccnc2)NC(=O)N(CCC(=O)Nc2nccs2)C1=O,0.696,3.762,-8.9,-9.4,seed333
[C@@]Oc1cccc(CNC(=O)N[C@@H](C)c2cccc(Cl)c2)c1,0.781,3.81,-8.95,-10.1,seed333
[C@@](O)(C(=O)c1ccccc1)[C@H]1CCCO1,0.667,3.779,-8.35,-7.8,seed333
[C@@]1(Cc2ccccc2)=NC(N)=N[C@@H]1C(=O)NC1CCCC1,0.777,4.132,-9.35,-9.6,seed333
