smiles,qed,sa,egfr,her2,true_docking_score,source
Oc1cccc2oc(N3CC[NH+](C[C@@H]4C[C@H](C(=O)[O-])OC4)CC3)nc12,0.686,5.0333,-8.1,-9.09,,seed123
F[C@@]12OCCCc3ccc(S(=O)(=O)N4CCCC[C@@H]4C3)cc2C1,0.6808,5.9828,-15.1,-17.490000000000002,,seed333
N/[NH+]=C1/NC(=S)NC(SCC(=O)N/N=C/c2cccc3cc(-c4cccc(O)c4)oc23)C1=O,0.1201,4.1336,-10.5,-11.29,,seed333
Cc1ccc2[nH]c(=O)ccc2c1NC(=O)[C@@H](NC(=O)c1c(F)cccc1F)c1cccc(Cl)c1,0.3793,2.8985,-11.4,-10.39,,seed333
Oc1cc2[nH]c(=O)ccc2n1Cc1cccc(S(=O)(=O)N[C@H]2CCOc3ccccc32)c1,0.4318,3.1195,-9.9,-11.79,,seed333
N[C@]1(c2ccc3c(c2)CCC3)CCCN(Cc2noc(-c3ccccc3Br)n2)C1,0.6329,3.1871,-9.9,-11.79,,seed333
F[C@]12CCC[C@H]1C[C@@H](COc1ccccc1)/C2=C\c1ccc2ccccc2c1,0.4875,3.5674,-10.7,-10.99,,seed333
C[C@@]1(SCc2ccc3ccccc3c2)CCCN1C(=O)COc1ccccc1C(F)(F)F,0.4209,3.1908,-10.2,-11.39,,seed333
O=c1o[C@H](C(=O)NCc2ccccc2)nc1-c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,0.4508,3.1164,-10.7,-10.69,,seed333
O[C@H]([C@@H]1CC[NH+](Cc2cccc3ccccc23)C1)[C@H]1CCOc2ccccc21,0.7355,4.3427,-9.5,-11.89,,seed333
FCCS(=O)(=O)c1ccc(S(=O)(=O)Nc2ccc3c(c2)[C@@H](CC(=O)c2ccc(F)cc2)CCCC3)cc1,0.2838,3.0701,-9.9,-11.39,,seed333
c1coc(-c2ccccc2)c1CN1CC[C@H](Nc2ccc(F)cc2)c2ccccc21,0.4079,2.8085,-9.1,-12.19,,seed333
Oc1cc(-c2nc3ccccc3n2-c2ccc(F)c(Cl)c2)cc(OCc2ccccc2)c1,0.3251,2.2279,-9.7,-11.39,,seed333
O=C([C@H]1CCC[C@H]1c1nc(C2CCCCC2)no1)N1CCc2ccc(F)c(F)c2C1,0.7181,3.5183,-9.7,-11.29,,seed333
N#Cc1ccc(-c2ccccc2CN2CCO[C@@H](c3ccccc3F)C2)[nH+]n1,0.7028,3.6441,-10.0,-10.89,,seed333
O=C1Oc2ccccc2[C@@H]1Cc1ccc(F)c(NC(=O)CCN2CCCC2=O)c1,0.6016,2.9658,-9.4,-11.49,,seed333
O=C1O[C@@H](C(=O)c2ccc(F)cc2)CN1C(=O)[C@@H]1COc2ccccc2C1,0.7779,3.2504,-9.1,-11.79,,seed333
OC(NC(=O)c1ccccc1)[C@@H]1CCC[C@@H]([C@H]2CCOc3ccccc32)C1,0.8019,3.4555,-9.9,-10.99,,seed333
N#C[C@](C(=O)NCCc1ccc2c(c1)OCCCO2)c1cccc(Oc2ccccc2)c1,0.6028,2.5601,-9.5,-11.39,,seed333
Cc1ccc(OCC(=O)N2CCC(Oc3ccc(-c4nc5ccccc5[nH]4)cc3)C2)cn1,0.5023,2.7997,-9.4,-11.39,,seed333
OC(Cl)c1ccc(F)c(/C=N/NC(=O)c2ccc3ccccc3c2)c1,0.4219,2.7855,-9.4,-11.29,,seed333
c1noc(-c2nc3ccccc3n2[C@]2(NCc3ccc4ccccc4c3)CCCCN2)n1,0.4349,3.5906,-10.3,-10.39,,seed333
Oc1c(S(=O)(=O)NCc2ccc(Cl)cc2)c2ccccc2c(=S)n1-c1ccccc1,0.4049,2.4351,-9.6,-11.09,,seed333
Oc1cc(NC(=O)c2c(O)cccc2Cl)ccc1OCc1ccc2c(c1)OCCO2,0.5596,2.3034,-9.7,-10.99,,seed333
Nc1cccc(C[C@@H]2CCCN(C(=O)c3cc(-c4cccc(F)c4)[nH]n3)C2)c1,0.6765,2.8292,-9.5,-11.09,,seed333
Oc1c(F)ccc(C(=O)NCc2ccc(-c3ccccc3)cc2)c1C,0.7406,1.8631,-9.6,-10.99,,seed333
O=c1[nH]c(-c2cccs2)nc2sc(OCC(=O)N3CCCc4ccccc43)cc12,0.5369,2.7589,-9.2,-11.39,,seed333
Cc1occc1C(=O)N1CC[C@H](NC(=O)[C@@H]2CCCN(S(=O)(=O)c3cccc(F)c3)C2)C1,0.7326,3.1408,-9.2,-11.39,,seed333
Oc1ccc(N2CCN(c3nc4ccccc4n3C(=O)OCc3ccc(F)cc3)CC2)cc1,0.5014,2.3592,-9.7,-10.69,,seed333
OC(OC[C@@H]1CCOc2ccccc21)C1=Cc2cc(F)ccc2C[C@H]1CCO,0.7465,4.0566,-8.9,-11.49,,seed333
N#C/C(=C/c1cccc(F)c1F)C(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Br)cc2)cc1,0.3516,2.3239,-9.4,-10.99,,seed333
O=C1C(=O)N(CCSc2ccc(Br)cc2)C(=O)C[C@@H]1/C=C/c1cc2ccccc2[nH]1,0.3142,3.4144,-9.0,-11.29,,seed333
Nn1c(-c2ccccc2)nc2ccc(NC(=O)c3cc(Cl)ccc3Cl)cc21,0.4793,2.1251,-9.0,-11.29,,seed333
c1cn(-c2ccc(NC(=O)c3c(F)ccc(Cl)c3Cl)cn2)c(F)c1,0.681,2.6026,-9.2,-11.09,,seed333
[NH3+][C@@H]1C[C@H](c2ccc(C(F)(F)F)c(OCc3cnn(Cc4ccccc4)c3)c2)CO1,0.6654,3.6546,-9.7,-10.59,,seed333
N#Cc1cccc2c1N[C@H](c1nnc(-c3ccccc3[N+](=O)[O-])o1)C2=O,0.5641,3.3771,-9.0,-11.19,,seed333
C[C@@]1(c2ccc(F)cc2)NC(=O)N(Cc2ccc3c(c2)OCCCO3)C1=O,0.8439,2.6905,-9.1,-10.99,,seed333
OC(=O)c1ccc2nc[nH]c2c1C(=O)c1cccc(OCc2ccccc2)c1,0.4978,2.2683,-9.2,-10.89,,seed333
NC(=O)[C@H]1COCCN1CC(=O)N1CCN(c2cccc3ccccc23)CC1,0.8411,2.7307,-9.3,-10.79,,seed333
Nn1cc(S(=O)(=O)CC(=O)Nc2c(Cl)cccc2F)c2nc3ccccc3nc21,0.477,2.8158,-9.2,-10.89,,seed333
Oc1cc([C@@H]2CCO[C@H]2c2c(F)cccc2F)ccc1OC1CCCCC1,0.754,3.3322,-9.3,-10.79,,seed333
C[C@H](NC(=O)c1cnn(-c2c(Cl)cccc2Cl)c1)[C@@H]1CCSc2ccccc21,0.5859,3.4604,-8.7,-11.39,,seed333
c1n[nH]c([O-])c1-c1cccc([C@H](O)c2cc3ccccc3o2)c1,0.6091,3.2375,-9.3,-10.79,,seed333
Nc1cc(Sc2nc(-c3ccc4c(c3)CCO4)cs2)c(C(F)(F)F)cc1C(=O)[O-],0.6239,3.1053,-9.3,-10.69,,seed333
Fc1cccc(/C=N/n2ccc3c(NC4CCCCC4)nnc3c2)c1,0.7278,2.8544,-9.2,-10.79,,seed333
FCCn1cnnc1-c1ccc(S(=O)(=O)N2CCC(Nc3cccc[nH+]3)CC2)c(Cl)c1,0.5785,3.4892,-9.2,-10.79,,seed333
O[C@H](c1cccc(Cl)c1)C1CCN(C(=O)c2cc(Cn3cccn3)ncc2)CC1,0.6976,2.928,-9.2,-10.79,,seed333
F[C@@]1(Oc2ccccc2)c2ccccc2C[C@H]1CCCN1C(=O)/C(=C/c2ccccc2)SC1=S,0.2715,3.4979,-9.5,-10.49,,seed333
NS(=O)(=O)c1cccc(NC(=O)c2nn(-c3ccccc3C(F)(F)F)cc2)c1,0.6896,2.2644,-9.1,-10.89,,seed333
Fc1ccc(-c2ccc(NCCS(=O)(=O)c3ccc(F)c(F)c3)nn2)cc1,0.6498,2.2712,-8.9,-11.09,,seed333
N=C1c2ccccc2N(Cc2ccccc2)C(=O)[C@@H]1C1CCN(C(=O)c2ccc(Cl)cc2)CC1,0.5515,2.8651,-10.1,-9.79,,seed333
Cn1ncc(OCC[NH+]2CC3(CCc4ccccc4OC3)CC2)c1-c1ccccc1,0.711,4.6191,-8.8,-11.09,,seed333
O=C(Nc1ccc(Br)cc1)c1cccc(NC(=O)c2cccc(F)c2)c1,0.626,1.648,-9.1,-10.79,,seed333
O[C@H](NCc1cccc(Cn2nc(-c3cccnc3)oc2=O)c1)c1ccccc1,0.473,2.8925,-9.0,-10.89,,seed333
Fc1ccc2c(c1)CC[C@H]2[NH2+]Cc1nc2ccccc2n1C1CCCC1,0.757,3.5012,-9.6,-10.29,,seed333
N=C1NCCN1C(=O)c1ccc(CS(=O)(=O)Cc2nc3ccccc3[nH]2)cc1,0.6049,2.8044,-8.9,-10.89,,seed333
CNS(=O)(=O)c1cc(C(=O)NC[C@H](c2ccco2)c2nnc(-c3cccc(C)c3)n2C)co1,0.405,3.4394,-9.0,-10.79,,seed333
Cn1cc(C(=O)COC(=O)c2ccc(-n3cccn3)cc2)c(=O)c2ccccc21,0.3884,2.2537,-9.0,-10.79,,seed333
c1ccc(-c2ccccc2)c(C[NH+]2C[C@H]3CC[C@H]2C[NH+](Cc2ccco2)C3)c1,0.7024,5.5594,-9.3,-10.39,,seed333
Nc1cc(C(=O)NNC(=O)c2cccc(-c3ncccc3C3CC3)c2)oc1C,0.6058,2.6122,-9.4,-10.29,,seed333
O=c1cc(OCCCC(=O)c2ccc(Br)cc2)cccc1NC(=O)c1ccccc1Cl,0.3154,2.1384,-8.8,-10.89,,seed333
c1c(-c2ccccc2F)c(OCc2cccnc2)c2ccccc2n1,0.5271,2.0758,-9.1,-10.59,,seed333
Oc1c(F)cc(CNC(=O)[C@H]2CCOC3(CCCCC3)C2)cc1C,0.8874,3.5184,-9.2,-10.49,,seed333
CC[NH+]1CCN(Cc2csc(NC(=O)c3ccc4ccccc4c3)n2)CC1,0.7129,3.0758,-8.7,-10.89,,seed333
Fc1c(/C=C/c2ccncc2)oc2c1N(c1ccccc1)CCC2,0.6746,2.7624,-8.9,-10.69,,seed333
NOc1cc(Cl)ccc1NCc1nnc(-c2cc3ccccc3o2)o1,0.5211,2.5776,-9.0,-10.59,,seed333
N/c1nnc(NC(=O)c2ccc3ccccc3c2)o1,0.7295,2.1236,-9.5,-10.09,,seed333
c1noc([C@H]2CCCN(c3nc4ccccc4s3)C2)c1C,0.7176,3.0697,-9.5,-10.09,,seed333
N[C@]1(S(=O)(=O)c2cccc(N3CCCC3=O)c2)CN1c1ccc(C(N)=O)cc1,0.7156,3.4146,-9.4,-10.19,,seed333
O=c1[nH]c2cc(N3CCCCC3)ccc2n1CCCC(=O)N1CCCCC1=O,0.8596,2.4494,-8.7,-10.89,,seed333
c1nnc(SCn2ncc3ccccc3c2=O)c2ccccc21,0.5429,2.5028,-9.2,-10.39,,seed333
C[C@@]1([NH2+]Cc2ccc3c(c2)OCO3)[C@@H](C)CN(S(=O)(=O)c2ccccc2)C1,0.8428,3.8202,-9.1,-10.49,,seed333
C[C@@]1(CNC(=O)Nc2cc(-n3ccnc3)nnc2Cl)CC[NH+](Cc2ccccc2)C1,0.5616,4.3614,-9.0,-10.49,,seed333
Oc1c(Br)cccc1-c1cccc(SCC(=O)Nc2cccc(F)c2)c1,0.5095,2.0977,-8.9,-10.59,,seed333
Oc1c([C@@H]2C3=C([O-])[C@@H](c4ccccc4)N3C2)sc2c1CCCC2,0.9234,4.0323,-8.9,-10.59,,seed333
O=C(Oc1ccc(Cl)cc1)c1ccc(NC(=O)c2ccccc2F)cc1,0.5226,1.6479,-8.7,-10.79,,seed333
O[C@H](Nc1ccc(-c2ccccc2)nn1)c1c(F)cccc1F,0.7236,2.7793,-8.9,-10.59,,seed333
Fc1ccc2ccccc2c1[C@H]1CCCN1C(=O)[C@H](C)c1ccc(Br)o1,0.5407,3.2828,-8.8,-10.59,,seed333
c1ccc(Cc2cc3n(n2)CCCN(Cc2ccccc2F)C3)cc1,0.718,2.2404,-9.0,-10.39,,seed333
NN(Cc1nc(-c2ccc(F)cc2F)no1)C1(c2ccc(F)c(F)c2)CC1,0.417,2.874,-8.5,-10.89,,seed333
Oc1cc(-c2noc([C@@H]3CCCN3C(=O)c3cnco3)n2)cc2c1OCOC2,0.7238,3.4665,-9.2,-10.19,,seed333
[NH3+][C@@H]1CN(C(=O)c2ccccc2[N-]S(=O)(=O)c2nc(S(=O)(=O)NCc3ccccc3)cs2)CC1,0.4573,4.0937,-8.6,-10.79,,seed333
C[C@H](Sc1nnc(C(F)(F)F)c(C#N)c1)C(=O)N1CCC[C@@H](c2nc3ccccc3o2)C1,0.5317,3.6572,-9.4,-9.99,,seed333
Nc1c(-c2ccc(F)cc2)n[nH]c1NC(=O)[C@@H](C)Sc1nnc(N2CCCCC2)n1C1CC1,0.4492,3.2424,-9.1,-10.29,,seed333
c1c(=O)oc2ccccc2c1C[C@H](COc1nccn1C)c1ccccc1,0.489,2.9969,-9.2,-10.19,,seed333
O[C@H](CNC(=O)c1ccccc1F)c1cccc2ccccc12,0.7754,2.2262,-8.9,-10.39,,seed333
c1cnc(CSc2[nH]nc(-n3ccc4ccccc4c3=O)c2)nc1,0.5804,2.8937,-8.4,-10.89,,seed333
Oc1cc2ncc(CN3CCc4ccccc4C3)cc2cc1C,0.7819,2.2506,-9.0,-10.29,,seed333
[NH3+][C@H]1CN(c2ccc(OCc3cccnc3)cc2)CCN1C(=O)c1ccc(F)cc1F,0.6818,3.077,-8.7,-10.59,,seed333
N[C@]12CCC[C@@H]1CN(c1ccc(-c3ccccc3)nc1)C2=O,0.9256,3.2856,-8.8,-10.39,,seed333
NN(CCc1cccc(C(F)(F)F)c1)S(=O)(=O)c1ccc2c(c1)OCCO2,0.6142,2.5727,-8.9,-10.29,,seed333
O=c1o[C@H](-c2ccc(Cl)cc2)nc1C(=O)N[C@@H]1C[C@H]1c1ccccc1OC(F)F,0.7242,3.8083,-8.3,-10.89,,seed333
O=C(Cn1c(=O)[nH]c2ccccc21)Nc1cc(C(F)(F)F)ccc1Cl,0.7399,2.1087,-8.6,-10.59,,seed333
c1cncnc1-c1ccc(F)c(NCc2ccc3c(c2)OCCO3)c1,0.7872,2.2414,-9.0,-10.19,,seed333
c1cc(S(=O)(=O)N[C@@H]2CCN(c3ccccc3Br)C2=O)cc(Cl)c1O,0.7575,2.7908,-8.7,-10.49,,seed333
c1noc(/C=C2\C(=O)N(Cc3cccc(F)c3F)CC2=O)c1C,0.6431,3.0343,-8.7,-10.49,,seed333
N=C(/C=C1/CCCc2cc3ccccc3n21)[C@H]1CN(C(=O)Cc2ccccc2)CCO1,0.6483,3.448,-9.7,-9.49,,seed333
C/[NH2+][C@H](C(=O)Nc1cc(C(=O)N2CCOCC2)ccc1C)C(=O)O[C@H]1C[C@H](C)OC1(C)C,0.4835,4.1442,-8.7,-10.49,,seed333
N=C1Nc2ccccc2C[C@@H]1CCS(=O)(=O)c1cccc(Cl)c1Cl,0.8213,3.2777,-8.6,-10.49,,seed333
OC[C@@]1([NH2+][C@@H]2CCOc3ccccc32)Cc2ccccc2N1CCc1cccs1,0.6601,4.0273,-9.1,-9.99,,seed333
c1cn2ccc(-c3cccc(Cl)c3)cc2c1C1CCCC1,0.5528,2.3805,-8.8,-10.29,,seed333
c1cc2cc(C[NH+]3CCC(Cc4cnccn4)CC3)c(=O)[nH]c2cc1,0.7566,3.5177,-8.6,-10.49,,seed333
F[C@@H]1ON(Cc2ccc(Cl)s2)[C@H](Cc2ccccc2)CN1c1ccccc1,0.5224,3.4691,-8.6,-10.49,,seed333
Oc1cc([C@H](NC(=O)[C@H]2CC(=O)N(Cc3ccccc3)C2)c2ccccc2)cs1,0.6557,3.1294,-9.0,-10.09,,seed333
O[C@H](NS(=O)(=O)c1ccc2c(c1)CCCCCC2)c1ccc(F)cc1,0.8178,2.7064,-8.8,-10.29,,seed333
C[C@@]1(O)C(=O)N(Cc2ccc(NC(=O)[C@@H]3CC(=O)NC3=O)cc2)C(=O)NC1=O,0.3647,3.4139,-9.0,-10.09,,seed333
NOc1cc(C(=O)OCc2nc(-c3cccnc3)no2)ccc1OCC1CCCC1,0.4399,2.5367,-8.9,-10.09,,seed333
Oc1c(/C=C/Cc2ccc3ccccc3c2)[nH]c(C)c1C,0.712,2.5683,-8.8,-10.19,,seed333
Fc1c(S(=O)(=O)OCc2nccn2Cc2ccccc2)csc1C(=O)OCc1cccc(O)c1,0.2712,2.8492,-9.0,-9.99,,seed333
OC(c1n[nH]cc1-c1cccc(CO)c1)CC(=O)Cc1ccc(F)cc1,0.6088,3.1616,-8.8,-10.19,,seed333
Nc1c(F)ccc(Cl)c1NC(=O)Cn1cnc(-c2ccccc2)n1,0.7117,2.3693,-9.2,-9.79,,seed333
c1cn2ccnc2n1CCS(=O)(=O)c1cn(-c2ccccc2)nc1Cc1ccccc1,0.396,2.8819,-9.2,-9.79,,seed333
c1coc(-c2cc(CNc3cc(N4CCCC4=O)ccc3Cl)co2)c1,0.7036,2.598,-8.7,-10.19,,seed333
Nn1c(SCCC(=O)Nc2ccc3c(c2)OCCO3)nnc1-c1ccc(Cl)cc1,0.4558,2.2931,-8.7,-10.19,,seed333
c1n[nH]c2c1CCCC[C@H]2[NH2+][C@@H]1CCCSc2ccccc21,0.8349,4.3004,-8.8,-10.09,,seed333
O=C1CC(NC(=O)c2cccc3[nH]ccc23)c2ccccc21,0.7609,2.6953,-8.7,-10.19,,seed333
CC(=O)Nc1cccc(S(=O)(=O)Nc2cccc3cncnc23)c1,0.758,2.1355,-8.5,-10.39,,seed333
Fc1cc(-c2nnc(SCc3cnn([C@@H]4CCCC4)c3)o2)ccc1Cl,0.5756,2.5893,-8.5,-10.39,,seed333
Oc1c(O)cc(/C=C/C[NH+]2CCCN(c3cccc[nH+]3)CC2)cc1Cl,0.7208,4.96,-8.6,-10.29,,seed333
OC(c1ccc(F)cc1)c1cc(F)ccc1NC(=O)c1ccncc1[N+](=O)[O-],0.5157,2.7306,-8.9,-9.99,,seed333
c1noc([C@H]2Cc3ccc4ccccc4c3N2)c1,0.7019,3.1979,-8.9,-9.99,,seed333
N=C1NCCN(C(=O)CNC(=O)c2ccc3c(c2)OCCCO3)[C@@H]1C,0.7338,3.1854,-8.9,-9.99,,seed333
Nn1c(=O)[nH]c2cc(OCc3nc(-c4ccccc4)n[nH]3)ccc12,0.4914,2.5428,-8.8,-10.09,,seed333
[NH3+][C@H]1C[C@@H](c2cccc(OC(F)F)c2)c2nn(-c3ccccc3)cc2N1,0.7544,3.8686,-9.0,-9.89,,seed333
O=C(NCc1ccccc1-c1ccco1)c1coc(-c2ccccc2)n1,0.5773,2.1436,-8.3,-10.59,,seed333
F[C@H]1c2ccccc2O[C@H]1C(=O)NCC1(c2ccccc2F)CC1,0.933,3.3515,-8.7,-10.19,,seed333
F[C@H]1cc2c(=O)n(-c3ccncc3)c(S(=O)(=O)Cc3ccccc3F)c(-c3cccc(Cl)c3)[nH+]c21,0.5698,4.029,-10.3,-8.59,,seed333
F[C@@]1(c2cc(F)ccc2Br)CN(CC(=O)N2CCC[NH+]3CCC[C@@H]32)CC1,0.7927,4.8587,-8.4,-10.39,,seed333
Nc1oc(-c2ccc3c(c2)OCCO3)cc1NC(=O)[C@@H]1CCO[C@@H]1C,0.8886,3.5858,-8.3,-10.49,,seed333
[NH3+]c1[nH]c2ccccc2c1C(=O)Oc1ccc(F)c(F)c1,0.562,2.6444,-8.5,-10.29,,seed333
O=C(c1nnco1)N1CCC(c2nnc(-c3ccccc3Cl)o2)CC1,0.7085,2.676,-8.4,-10.39,,seed333
F[C@@H]1[C@@H]2c3ccccc3C[C@@H]2[C@H]1c1ccccc1,0.702,3.4151,-8.9,-9.89,,seed333
Fc1ccc(Nc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,0.7995,2.1406,-8.7,-10.09,,seed333
O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc3[nH]c(=O)ccc3c2)cc1Cl,0.5327,2.2378,-8.6,-10.19,,seed333
CC[C@H](NC(=O)NCc1cccnc1OCc1ccccc1)c1ccc(F)cc1,0.5805,2.5151,-8.6,-10.19,,seed333
Oc1c(F)cc2c(c1)C[C@H](COCc1cn(COc3ccccc3)cn1)CO2,0.6751,3.3157,-8.7,-10.09,,seed333
Fc1c(F)c(F)c(N2CCO[C@H](CCSCc3c(F)cccc3F)C2)cc1C,0.3634,3.2321,-8.6,-10.19,,seed333
F[C@@]1([C@@H](O)c2cc3c(cc2Br)OCCO3)Cc2ccccc2C1,0.8639,3.3482,-9.2,-9.59,,seed333
OC(Oc1ccc(OCCc2ccccc2)o1)C(=O)Nc1ccccc1Cl,0.573,3.0315,-8.6,-10.19,,seed333
O=[N+]([O-])c1ccccc1/C=C/C(=O)N1C[C@H]2CCCC[C@H]2C1,0.4888,3.0132,-8.7,-10.09,,seed333
NS(=O)(=O)c1ccccc1C[NH+]1CCC[C@H](c2nnc3ccccn23)C1,0.6904,4.1685,-9.1,-9.69,,seed333
Fc1ccccc1[C@@H]1CCCN(C(=O)CSc2nc(-c3cccs3)no2)C1,0.5898,2.9353,-8.4,-10.29,,seed333
NS(=O)(=O)c1ccc(C[NH+]2CCc3cc(/C=C/C(=O)N(C)CCN4CCOCC4)ccc23)cc1,0.5282,3.8953,-8.8,-9.89,,seed333
Nn1cc(-c2nc(N3CCOCC3)nc3cc(Cl)ccc23)cn1,0.7201,2.7371,-9.4,-9.29,,seed333
C[C@@]1(c2ccccc2)NC(=O)N(C(=O)c2ccc(S(N)(=O)=O)cc2)C1=O,0.6115,2.7585,-8.8,-9.89,,seed333
Nn1c(NCCNc2ccccc2Cl)nnc1-c1nc2ccccc2s1,0.3475,2.5749,-8.1,-10.59,,seed333
c1c(NCc2ccco2)cc(-c2ccccn2)c(-c2ccccc2)n1,0.5593,2.1612,-9.1,-9.59,,seed333
O[C@@H](N(c1ccccc1)c1ccccc1)c1nnc2n1CCCC2,0.7482,2.9454,-8.6,-10.09,,seed333
O=C(Nc1cnc(-c2ccccc2)o1)N1CCC[C@H]1C(N)=O,0.9023,2.8184,-9.0,-9.69,,seed333
CC[C@]1(C)CCCC[NH+]1Cc1cccnc1N1CCC(C(=O)Nc2ccccc2)CC1,0.7482,3.843,-8.2,-10.49,,seed333
Oc1cc2ccccc2n1[C@@H]1CCc2cc(Cl)ccc21,0.697,2.7921,-9.1,-9.59,,seed333
Oc1c(/N=C/c2nc3ccccc3n2-c2cccnc2)sc2c1CCCC2,0.5232,2.904,-8.6,-10.09,,seed333
N[C@@H](Cc1ccc(F)c(Br)c1)[C@@H](O)c1ccc2ccccc2c1,0.7136,2.8481,-8.6,-10.09,,seed333
O[C@@H]([NH2+][C@H]1CCc2c1cnn2Cc1ccccc1Cl)c1cc(F)ccc1F,0.6576,3.8802,-8.5,-10.19,,seed333
Oc1cc(N/C(Cl)=N/c2cccc3cccnc23)cc(=O)o1,0.4304,3.1223,-9.0,-9.69,,seed333
CS(=O)(=O)c1cccc(NC(=O)c2cnc3cc(Br)ccc3n2)c1,0.7224,2.1082,-8.4,-10.19,,seed333
c1c(-c2ccccc2)cc(C(=O)OCc2cc(Cl)c(Br)cc2Cl)s1,0.3268,2.3291,-8.3,-10.29,,seed333
FCCCc1cc(S(=O)(=O)N[C@@H](Cc2ccccc2)C2CCOCC2)ccc1F,0.6622,2.9699,-8.5,-10.09,,seed333
c1cc(C2CC2)cc(N2CCO[C@H](c3cccc(F)c3)C2)n1,0.8641,2.7798,-8.9,-9.69,,seed333
CN1CCC[C@H]([NH+]2CCC[C@@H](C(=O)N[C@@H](C(N)=O)Cc3ccccc3)C2)C1,0.6342,4.297,-8.4,-10.19,,seed333
Fc1c(Br)cc(-c2ccccc2)c(SCc2nccn2Cc2cccs2)c1,0.2935,2.5582,-8.6,-9.99,,seed333
Cc1ccc(CN(C)n2cc(C(=O)NN3CCC(N4CCCC4)CC3)cc2)c(=O)[nH]1,0.7513,3.2097,-8.6,-9.99,,seed333
C[NH+](C)CCN1C(=O)c2ccc(NC(=O)NCc3ccccc3F)cc2C1=O,0.6461,2.8256,-8.3,-10.29,,seed333
[NH3+][C@H]1Cc2cc(Br)c(C(F)(F)F)cc2[C@@H]([NH2+]Cc2ccc(F)cc2)C1,0.7193,4.5309,-8.8,-9.79,,seed333
F[C@]1(NC2CCCCCC2)CCC[NH2+][C@@H]1Cc1ccc(F)cc1,0.6469,4.1081,-8.5,-10.09,,seed333
O=c1[nH]c2ccccc2n1CCN1Cc2ccccc2[C@H]1C,0.8064,2.7566,-8.9,-9.69,,seed333
c1coc([C@H]([NH2+]Cc2ccccc2OCc2ccc(F)cc2)C2CCC2)c1,0.6326,3.3018,-8.5,-10.09,,seed333
[NH3+][C@@H]1C=C[C@@H](C(=O)Nc2cccc3c(C[NH+](C)Cc4ccccc4)[nH]nc23)C1,0.481,4.7677,-8.0,-10.59,,seed333
[NH3+]Oc1ccccc1-c1csc(-c2ccc(F)c(F)c2)n1,0.7549,2.5718,-8.8,-9.69,,seed333
O[C@H](CNC(=O)c1ccccc1)c1ccc(C[S@@](=O)Cc2cc(Cl)co2)cc1,0.5831,3.2721,-8.6,-9.89,,seed333
F[C@H]1CCCCN1C(=O)c1ccccc1COc1ccccc1,0.7923,2.5522,-8.7,-9.79,,seed333
[NH3+][C@]1(O)CCC[C@H](Nc2ccc(Cl)c(Cl)c2)c2ccccc21,0.5773,3.4412,-9.2,-9.29,,seed333
[NH3+]c1[nH]ncc1C(=O)c1ccc(Oc2ccc3c(c2)OCO3)c(F)c1,0.7078,2.8234,-8.9,-9.59,,seed333
C=CC1(CC)Oc2ccccc2[C@H]1NC(=O)COc1ccccc1C(=O)N(C)C,0.7316,3.4696,-8.7,-9.79,,seed333
O=c1ccc2ccccc2nc1CNC(=O)c1ccccn1,0.7999,2.0966,-8.5,-9.99,,seed333
C/[NH2+][C@](C(=O)N[C@@H]1CCC[C@H](C)C1)C(=O)NCc1cc(F)c(F)c(Cl)c1,0.5127,3.9222,-8.2,-10.29,,seed333
F[C@]12OCC(CNC(=O)Cc3c(C)nn(-c4ccccc4)n3)[C@H]2C1,0.9034,3.9928,-8.6,-9.89,,seed333
Cc1occc1[C@@H]1CC=CC[C@H]1Cn1nc2c(N)nc3c(c(=O)c(=O)n(C)c3n2)c2ccccc2c1=O,0.2971,5.5975,-8.1,-10.29,,seed333
N=C1/C(=C/c2ccccc2)CCCN1c1ccccn1,0.8961,2.4188,-8.5,-9.89,,seed333
N/C(=N\OC(=O)[C@@H]1CN2CCCC[C@@H]2CO1)c1cc(F)ccc1Cl,0.3876,3.5694,-8.1,-10.29,,seed333
[NH3+]O[C@H]1CCCN(S(=O)(=O)c2ccn(Cc3cc(F)ccc3F)n2)C1,0.7744,3.512,-8.4,-9.99,,seed333
c1coc([C@H]2CCC[NH+]2Cc2ccc(-c3ccccc3)cc2)c1,0.7744,3.7926,-8.1,-10.29,,seed333
c1cn(CC[NH+]2CCC[C@@H]2c2ccccc2)c2ccccc12,0.7566,3.9342,-8.4,-9.99,,seed333
c1n[nH]c2c1[C@H](c1ccc(Cl)cc1)[C@H]1C=C[C@H]1C2,0.7769,3.8314,-8.8,-9.59,,seed333
Fc1cc2c(cc1CCc1cccs1)C[C@H](c1ccco1)OC2,0.6662,3.2191,-8.6,-9.79,,seed333
Oc1cc(NCc2cccc(N3CC[NH+](CC4CC4)CC3)c2)ccc1,0.7556,3.2368,-8.7,-9.69,,seed333
NS(=O)(=O)c1ccc(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)cc1,0.883,1.7969,-8.5,-9.89,,seed333
OC(F)(F)[C@@H]1Oc2ccc(F)cc2[C@@H]1C(=O)N1CCc2cc(F)cc(Cl)c2C1,0.762,3.6934,-8.9,-9.49,,seed333
